Freq.	V(n007)/V(n002)
1.36772882559569e+002	(-1.49860611387213e+000dB,1.44901526412167e+001°)
1.37088176616470e+002	(-1.49748166571582e+000dB,1.44580004837444e+001°)
1.37404197501236e+002	(-1.49636209664144e+000dB,1.44259144502921e+001°)
1.37720946889379e+002	(-1.49524738670548e+000dB,1.43938944384152e+001°)
1.38038426460273e+002	(-1.49413751607971e+000dB,1.43619403456073e+001°)
1.38356637897162e+002	(-1.49303246494693e+000dB,1.43300520692961e+001°)
1.38675582887173e+002	(-1.49193221360978e+000dB,1.42982295068516e+001°)
1.38995263121320e+002	(-1.49083674241050e+000dB,1.42664725555838e+001°)
1.39315680294514e+002	(-1.48974603177134e+000dB,1.42347811127451e+001°)
1.39636836105578e+002	(-1.48866006217454e+000dB,1.42031550755324e+001°)
1.39958732257246e+002	(-1.48757881419561e+000dB,1.41715943410905e+001°)
1.40281370456180e+002	(-1.48650226846355e+000dB,1.41400988065117e+001°)
1.40604752412975e+002	(-1.48543040567147e+000dB,1.41086683688363e+001°)
1.40928879842171e+002	(-1.48436320659956e+000dB,1.40773029250587e+001°)
1.41253754462259e+002	(-1.48330065207533e+000dB,1.40460023721240e+001°)
1.41579377995692e+002	(-1.48224272301838e+000dB,1.40147666069338e+001°)
1.41905752168893e+002	(-1.48118940039541e+000dB,1.39835955263449e+001°)
1.42232878712266e+002	(-1.48014066525428e+000dB,1.39524890271724e+001°)
1.42560759360203e+002	(-1.47909649871001e+000dB,1.39214470061918e+001°)
1.42889395851094e+002	(-1.47805688194363e+000dB,1.38904693601388e+001°)
1.43218789927338e+002	(-1.47702179619643e+000dB,1.38595559857123e+001°)
1.43548943335349e+002	(-1.47599122280410e+000dB,1.38287067795770e+001°)
1.43879857825568e+002	(-1.47496514314037e+000dB,1.37979216383617e+001°)
1.44211535152470e+002	(-1.47394353865931e+000dB,1.37672004586639e+001°)
1.44543977074576e+002	(-1.47292639087739e+000dB,1.37365431370498e+001°)
1.44877185354460e+002	(-1.47191368139018e+000dB,1.37059495700571e+001°)
1.45211161758758e+002	(-1.47090539184537e+000dB,1.36754196541955e+001°)
1.45545908058180e+002	(-1.46990150397262e+000dB,1.36449532859485e+001°)
1.45881426027518e+002	(-1.46890199956629e+000dB,1.36145503617755e+001°)
1.46217717445655e+002	(-1.46790686045213e+000dB,1.35842107781104e+001°)
1.46554784095574e+002	(-1.46691606858058e+000dB,1.35539344313694e+001°)
1.46892627764370e+002	(-1.46592960592890e+000dB,1.35237212179458e+001°)
1.47231250243255e+002	(-1.46494745454744e+000dB,1.34935710342151e+001°)
1.47570653327572e+002	(-1.46396959656952e+000dB,1.34634837765365e+001°)
1.47910838816804e+002	(-1.46299601417311e+000dB,1.34334593412522e+001°)
1.48251808514578e+002	(-1.46202668960095e+000dB,1.34034976246901e+001°)
1.48593564228684e+002	(-1.46106160517472e+000dB,1.33735985231665e+001°)
1.48936107771074e+002	(-1.46010074328141e+000dB,1.33437619329861e+001°)
1.49279440957882e+002	(-1.45914408637352e+000dB,1.33139877504438e+001°)
1.49623565609426e+002	(-1.45819161694112e+000dB,1.32842758718243e+001°)
1.49968483550220e+002	(-1.45724331757997e+000dB,1.32546261934077e+001°)
1.50314196608985e+002	(-1.45629917093296e+000dB,1.32250386114680e+001°)
1.50660706618657e+002	(-1.45535915968585e+000dB,1.31955130222727e+001°)
1.51008015416397e+002	(-1.45442326662922e+000dB,1.31660493220892e+001°)
1.51356124843603e+002	(-1.45349147458404e+000dB,1.31366474071817e+001°)
1.51705036745916e+002	(-1.45256376646468e+000dB,1.31073071738154e+001°)
1.52054752973232e+002	(-1.45164012520949e+000dB,1.30780285182550e+001°)
1.52405275379711e+002	(-1.45072053384971e+000dB,1.30488113367688e+001°)
1.52756605823790e+002	(-1.44980497549198e+000dB,1.30196555256297e+001°)
1.53108746168185e+002	(-1.44889343327298e+000dB,1.29905609811146e+001°)
1.53461698279912e+002	(-1.44798589040379e+000dB,1.29615275995070e+001°)
1.53815464030286e+002	(-1.44708233017120e+000dB,1.29325552770986e+001°)
1.54170045294938e+002	(-1.44618273590763e+000dB,1.29036439101898e+001°)
1.54525443953823e+002	(-1.44528709102622e+000dB,1.28747933950925e+001°)
1.54881661891230e+002	(-1.44439537897985e+000dB,1.28460036281282e+001°)
1.55238700995790e+002	(-1.44350758331268e+000dB,1.28172745056339e+001°)
1.55596563160489e+002	(-1.44262368760356e+000dB,1.27886059239584e+001°)
1.55955250282677e+002	(-1.44174367549844e+000dB,1.27599977794667e+001°)
1.56314764264077e+002	(-1.44086753071336e+000dB,1.27314499685414e+001°)
1.56675107010797e+002	(-1.43999523703037e+000dB,1.27029623875823e+001°)
1.57036280433337e+002	(-1.43912677827632e+000dB,1.26745349330079e+001°)
1.57398286446603e+002	(-1.43826213835274e+000dB,1.26461675012577e+001°)
1.57761126969916e+002	(-1.43740130121960e+000dB,1.26178599887924e+001°)
1.58124803927020e+002	(-1.43654425088558e+000dB,1.25896122920953e+001°)
1.58489319246093e+002	(-1.43569097144028e+000dB,1.25614243076742e+001°)
1.58854674859759e+002	(-1.43484144702409e+000dB,1.25332959320619e+001°)
1.59220872705098e+002	(-1.43399566182633e+000dB,1.25052270618167e+001°)
1.59587914723654e+002	(-1.43315360011425e+000dB,1.24772175935249e+001°)
1.59955802861448e+002	(-1.43231524621050e+000dB,1.24492674238016e+001°)
1.60324539068985e+002	(-1.43148058450302e+000dB,1.24213764492924e+001°)
1.60694125301269e+002	(-1.43064959939543e+000dB,1.23935445666700e+001°)
1.61064563517808e+002	(-1.42982227543529e+000dB,1.23657716726448e+001°)
1.61435855682630e+002	(-1.42899859714014e+000dB,1.23380576639552e+001°)
1.61808003764287e+002	(-1.42817854915560e+000dB,1.23104024373774e+001°)
1.62181009735874e+002	(-1.42736211615043e+000dB,1.22828058897210e+001°)
1.62554875575029e+002	(-1.42654928282780e+000dB,1.22552679178307e+001°)
1.62929603263953e+002	(-1.42574003403214e+000dB,1.22277884185935e+001°)
1.63305194789414e+002	(-1.42493435457841e+000dB,1.22003672889299e+001°)
1.63681652142762e+002	(-1.42413222940009e+000dB,1.21730044258027e+001°)
1.64058977319935e+002	(-1.42333364345777e+000dB,1.21456997262151e+001°)
1.64437172321474e+002	(-1.42253858176397e+000dB,1.21184530872108e+001°)
1.64816239152531e+002	(-1.42174702942238e+000dB,1.20912644058777e+001°)
1.65196179822882e+002	(-1.42095897155707e+000dB,1.20641335793471e+001°)
1.65576996346933e+002	(-1.42017439337598e+000dB,1.20370605047947e+001°)
1.65958690743736e+002	(-1.41939328014164e+000dB,1.20100450794432e+001°)
1.66341265036997e+002	(-1.41861561714962e+000dB,1.19830872005602e+001°)
1.66724721255087e+002	(-1.41784138978115e+000dB,1.19561867654633e+001°)
1.67109061431051e+002	(-1.41707058345932e+000dB,1.19293436715172e+001°)
1.67494287602624e+002	(-1.41630318365797e+000dB,1.19025578161381e+001°)
1.67880401812236e+002	(-1.41553917594011e+000dB,1.18758290967924e+001°)
1.68267406107027e+002	(-1.41477854587686e+000dB,1.18491574109971e+001°)
1.68655302538854e+002	(-1.41402127913406e+000dB,1.18225426563239e+001°)
1.69044093164306e+002	(-1.41326736140607e+000dB,1.17959847303973e+001°)
1.69433780044713e+002	(-1.41251677846513e+000dB,1.17694835308959e+001°)
1.69824365246154e+002	(-1.41176951612475e+000dB,1.17430389555553e+001°)
1.70215850839475e+002	(-1.41102556026282e+000dB,1.17166509021665e+001°)
1.70608238900292e+002	(-1.41028489680907e+000dB,1.16903192685786e+001°)
1.71001531509008e+002	(-1.40954751173078e+000dB,1.16640439526980e+001°)
1.71395730750822e+002	(-1.40881339107940e+000dB,1.16378248524922e+001°)
1.71790838715738e+002	(-1.40808252094972e+000dB,1.16116618659878e+001°)
1.72186857498580e+002	(-1.40735488748634e+000dB,1.15855548912723e+001°)
1.72583789199000e+002	(-1.40663047689934e+000dB,1.15595038264963e+001°)
1.72981635921490e+002	(-1.40590927542006e+000dB,1.15335085698712e+001°)
1.73380399775393e+002	(-1.40519126938544e+000dB,1.15075690196751e+001°)
1.73780082874917e+002	(-1.40447644513351e+000dB,1.14816850742470e+001°)
1.74180687339141e+002	(-1.40376478911106e+000dB,1.14558566319955e+001°)
1.74582215292030e+002	(-1.40305628775301e+000dB,1.14300835913911e+001°)
1.74984668862445e+002	(-1.40235092761274e+000dB,1.14043658509761e+001°)
1.75388050184155e+002	(-1.40164869525041e+000dB,1.13787033093567e+001°)
1.75792361395848e+002	(-1.40094957730261e+000dB,1.13530958652103e+001°)
1.76197604641142e+002	(-1.40025356045421e+000dB,1.13275434172838e+001°)
1.76603782068595e+002	(-1.39956063142006e+000dB,1.13020458643926e+001°)
1.77010895831721e+002	(-1.39887077701762e+000dB,1.12766031054260e+001°)
1.77418948088995e+002	(-1.39818398406269e+000dB,1.12512150393437e+001°)
1.77827941003871e+002	(-1.39750023946133e+000dB,1.12258815651789e+001°)
1.78237876744788e+002	(-1.39681953014525e+000dB,1.12006025820382e+001°)
1.78648757485184e+002	(-1.39614184311399e+000dB,1.11753779891023e+001°)
1.79060585403508e+002	(-1.39546716542564e+000dB,1.11502076856281e+001°)
1.79473362683231e+002	(-1.39479548415506e+000dB,1.11250915709470e+001°)
1.79887091512857e+002	(-1.39412678647007e+000dB,1.11000295444688e+001°)
1.80301774085935e+002	(-1.39346105956667e+000dB,1.10750215056796e+001°)
1.80717412601071e+002	(-1.39279829069710e+000dB,1.10500673541438e+001°)
1.81134009261938e+002	(-1.39213846715465e+000dB,1.10251669895050e+001°)
1.81551566277292e+002	(-1.39148157630555e+000dB,1.10003203114869e+001°)
1.81970085860976e+002	(-1.39082760554430e+000dB,1.09755272198931e+001°)
1.82389570231942e+002	(-1.39017654232212e+000dB,1.09507876146079e+001°)
1.82810021614252e+002	(-1.38952837414037e+000dB,1.09261013955981e+001°)
1.83231442237099e+002	(-1.38888308856802e+000dB,1.09014684629139e+001°)
1.83653834334812e+002	(-1.38824067319544e+000dB,1.08768887166869e+001°)
1.84077200146873e+002	(-1.38760111567491e+000dB,1.08523620571336e+001°)
1.84501541917925e+002	(-1.38696440371455e+000dB,1.08278883845557e+001°)
1.84926861897785e+002	(-1.38633052505917e+000dB,1.08034675993391e+001°)
1.85353162341459e+002	(-1.38569946749916e+000dB,1.07790996019555e+001°)
1.85780445509147e+002	(-1.38507121891321e+000dB,1.07547842929658e+001°)
1.86208713666264e+002	(-1.38444576716052e+000dB,1.07305215730141e+001°)
1.86637969083444e+002	(-1.38382310022501e+000dB,1.07063113428367e+001°)
1.87068214036557e+002	(-1.38320320607549e+000dB,1.06821535032559e+001°)
1.87499450806719e+002	(-1.38258607277936e+000dB,1.06580479551842e+001°)
1.87931681680304e+002	(-1.38197168840514e+000dB,1.06339945996237e+001°)
1.88364908948957e+002	(-1.38136004108830e+000dB,1.06099933376659e+001°)
1.88799134909606e+002	(-1.38075111903808e+000dB,1.05860440704963e+001°)
1.89234361864475e+002	(-1.38014491046536e+000dB,1.05621466993897e+001°)
1.89670592121092e+002	(-1.37954140367458e+000dB,1.05383011257149e+001°)
1.90107827992307e+002	(-1.37894058697731e+000dB,1.05145072509322e+001°)
1.90546071796302e+002	(-1.37834244876074e+000dB,1.04907649765965e+001°)
1.90985325856601e+002	(-1.37774697744449e+000dB,1.04670742043570e+001°)
1.91425592502085e+002	(-1.37715416150006e+000dB,1.04434348359572e+001°)
1.91866874067006e+002	(-1.37656398943367e+000dB,1.04198467732355e+001°)
1.92309172890992e+002	(-1.37597644982772e+000dB,1.03963099181282e+001°)
1.92752491319070e+002	(-1.37539153127197e+000dB,1.03728241726657e+001°)
1.93196831701669e+002	(-1.37480922243017e+000dB,1.03493894389770e+001°)
1.93642196394637e+002	(-1.37422951201822e+000dB,1.03260056192887e+001°)
1.94088587759254e+002	(-1.37365238875300e+000dB,1.03026726159242e+001°)
1.94536008162243e+002	(-1.37307784145055e+000dB,1.02793903313081e+001°)
1.94984459975781e+002	(-1.37250585894674e+000dB,1.02561586679624e+001°)
1.95433945577516e+002	(-1.37193643011958e+000dB,1.02329775285090e+001°)
1.95884467350575e+002	(-1.37136954389836e+000dB,1.02098468156711e+001°)
1.96336027683581e+002	(-1.37080518927366e+000dB,1.01867664322728e+001°)
1.96788628970660e+002	(-1.37024335523155e+000dB,1.01637362812377e+001°)
1.97242273611461e+002	(-1.36968403086990e+000dB,1.01407562655942e+001°)
1.97696964011162e+002	(-1.36912720527211e+000dB,1.01178262884715e+001°)
1.98152702580486e+002	(-1.36857286761362e+000dB,1.00949462531017e+001°)
1.98609491735713e+002	(-1.36802100707655e+000dB,1.00721160628208e+001°)
1.99067333898694e+002	(-1.36747161289390e+000dB,1.00493356210681e+001°)
1.99526231496863e+002	(-1.36692467437637e+000dB,1.00266048313889e+001°)
1.99986186963250e+002	(-1.36638018082780e+000dB,1.00039235974313e+001°)
2.00447202736492e+002	(-1.36583812164617e+000dB,9.98129182295077e+000°)
2.00909281260848e+002	(-1.36529848621302e+000dB,9.95870941180657e+000°)
2.01372424986214e+002	(-1.36476126403089e+000dB,9.93617626796714e+000°)
2.01836636368131e+002	(-1.36422644456292e+000dB,9.91369229550480e+000°)
2.02301917867802e+002	(-1.36369401738182e+000dB,9.89125739860086e+000°)
2.02768271952103e+002	(-1.36316397206421e+000dB,9.86887148154406e+000°)
2.03235701093597e+002	(-1.36263629824786e+000dB,9.84653444873109e+000°)
2.03704207770547e+002	(-1.36211098559530e+000dB,9.82424620466693e+000°)
2.04173794466928e+002	(-1.36158802383550e+000dB,9.80200665396640e+000°)
2.04644463672442e+002	(-1.36106740270599e+000dB,9.77981570135301e+000°)
2.05116217882531e+002	(-1.36054911204134e+000dB,9.75767325166138e+000°)
2.05589059598389e+002	(-1.36003314165983e+000dB,9.73557920983508e+000°)
2.06062991326975e+002	(-1.35951948145256e+000dB,9.71353348092921e+000°)
2.06538015581027e+002	(-1.35900812134358e+000dB,9.69153597010973e+000°)
2.07014134879079e+002	(-1.35849905130321e+000dB,9.66958658265466e+000°)
2.07491351745465e+002	(-1.35799226133795e+000dB,9.64768522395302e+000°)
2.07969668710344e+002	(-1.35748774151332e+000dB,9.62583179950804e+000°)
2.08449088309703e+002	(-1.35698548188526e+000dB,9.60402621493303e+000°)
2.08929613085378e+002	(-1.35648547262974e+000dB,9.58226837595739e+000°)
2.09411245585063e+002	(-1.35598770387406e+000dB,9.56055818842104e+000°)
2.09893988362326e+002	(-1.35549216587630e+000dB,9.53889555828148e+000°)
2.10377843976621e+002	(-1.35499884886196e+000dB,9.51728039160732e+000°)
2.10862814993303e+002	(-1.35450774313754e+000dB,9.49571259458355e+000°)
2.11348903983638e+002	(-1.35401883903192e+000dB,9.47419207350930e+000°)
2.11836113524824e+002	(-1.35353212692659e+000dB,9.45271873479992e+000°)
2.12324446199995e+002	(-1.35304759722553e+000dB,9.43129248498584e+000°)
2.12813904598245e+002	(-1.35256524039067e+000dB,9.40991323071386e+000°)
2.13304491314631e+002	(-1.35208504691232e+000dB,9.38858087874790e+000°)
2.13796208950197e+002	(-1.35160700732574e+000dB,9.36729533596760e+000°)
2.14289060111979e+002	(-1.35113111220596e+000dB,9.34605650937083e+000°)
2.14783047413027e+002	(-1.35065735216210e+000dB,9.32486430607236e+000°)
2.15278173472410e+002	(-1.35018571785366e+000dB,9.30371863330489e+000°)
2.15774440915240e+002	(-1.34971619995244e+000dB,9.28261939841881e+000°)
2.16271852372675e+002	(-1.34924878920569e+000dB,9.26156650888422e+000°)
2.16770410481942e+002	(-1.34878347636355e+000dB,9.24055987228839e+000°)
2.17270117886347e+002	(-1.34832025224729e+000dB,9.21959939633965e+000°)
2.17770977235289e+002	(-1.34785910768818e+000dB,9.19868498886400e+000°)
2.18272991184273e+002	(-1.34740003358451e+000dB,9.17781655780856e+000°)
2.18776162394928e+002	(-1.34694302083293e+000dB,9.15699401123881e+000°)
2.19280493535017e+002	(-1.34648806041001e+000dB,9.13621725734253e+000°)
2.19785987278455e+002	(-1.34603514331029e+000dB,9.11548620442711e+000°)
2.20292646305318e+002	(-1.34558426055211e+000dB,9.09480076092062e+000°)
2.20800473301862e+002	(-1.34513540321783e+000dB,9.07416083537293e+000°)
2.21309470960536e+002	(-1.34468856242217e+000dB,9.05356633645496e+000°)
2.21819641979994e+002	(-1.34424372930131e+000dB,9.03301717296007e+000°)
2.22330989065112e+002	(-1.34380089503281e+000dB,9.01251325380266e+000°)
2.22843514927002e+002	(-1.34336005085626e+000dB,8.99205448802081e+000°)
2.23357222283025e+002	(-1.34292118799640e+000dB,8.97164078477328e+000°)
2.23872113856806e+002	(-1.34248429777609e+000dB,8.95127205334425e+000°)
2.24388192378248e+002	(-1.34204937150553e+000dB,8.93094820313842e+000°)
2.24905460583550e+002	(-1.34161640055355e+000dB,8.91066914368529e+000°)
2.25423921215214e+002	(-1.34118537633083e+000dB,8.89043478463795e+000°)
2.25943577022069e+002	(-1.34075629026250e+000dB,8.87024503577300e+000°)
2.26464430759277e+002	(-1.34032913383229e+000dB,8.85009980699123e+000°)
2.26986485188354e+002	(-1.33990389853824e+000dB,8.82999900831769e+000°)
2.27509743077178e+002	(-1.33948057595129e+000dB,8.80994254990269e+000°)
2.28034207200013e+002	(-1.33905915761417e+000dB,8.78993034202020e+000°)
2.28559880337514e+002	(-1.33863963518095e+000dB,8.76996229507021e+000°)
2.29086765276748e+002	(-1.33822200027619e+000dB,8.75003831957744e+000°)
2.29614864811207e+002	(-1.33780624458582e+000dB,8.73015832619213e+000°)
2.30144181740822e+002	(-1.33739235986066e+000dB,8.71032222569156e+000°)
2.30674718871978e+002	(-1.33698033781953e+000dB,8.69052992897610e+000°)
2.31206479017530e+002	(-1.33657017029362e+000dB,8.67078134707585e+000°)
2.31739464996818e+002	(-1.33616184906558e+000dB,8.65107639114367e+000°)
2.32273679635681e+002	(-1.33575536602508e+000dB,8.63141497246179e+000°)
2.32809125766471e+002	(-1.33535071307013e+000dB,8.61179700243819e+000°)
2.33345806228071e+002	(-1.33494788209683e+000dB,8.59222239260667e+000°)
2.33883723865906e+002	(-1.33454686511082e+000dB,8.57269105463084e+000°)
2.34422881531962e+002	(-1.33414765407339e+000dB,8.55320290029882e+000°)
2.34963282084801e+002	(-1.33375024103391e+000dB,8.53375784152800e+000°)
2.35504928389571e+002	(-1.33335461806090e+000dB,8.51435579036330e+000°)
2.36047823318028e+002	(-1.33296077723981e+000dB,8.49499665897694e+000°)
2.36591969748546e+002	(-1.33256871070589e+000dB,8.47568035966958e+000°)
2.37137370566135e+002	(-1.33217841061649e+000dB,8.45640680486987e+000°)
2.37684028662457e+002	(-1.33178986918516e+000dB,8.43717590713520e+000°)
2.38231946935839e+002	(-1.33140307863736e+000dB,8.41798757915210e+000°)
2.38781128291287e+002	(-1.33101803123058e+000dB,8.39884173373432e+000°)
2.39331575640508e+002	(-1.33063471927216e+000dB,8.37973828382631e+000°)
2.39883291901918e+002	(-1.33025313507481e+000dB,8.36067714249980e+000°)
2.40436280000663e+002	(-1.32987327101724e+000dB,8.34165822295744e+000°)
2.40990542868629e+002	(-1.32949511948902e+000dB,8.32268143853007e+000°)
2.41546083444463e+002	(-1.32911867290640e+000dB,8.30374670267866e+000°)
2.42102904673587e+002	(-1.32874392374625e+000dB,8.28485392899400e+000°)
2.42661009508210e+002	(-1.32837086448986e+000dB,8.26600303119624e+000°)
2.43220400907350e+002	(-1.32799948765455e+000dB,8.24719392313513e+000°)
2.43781081836844e+002	(-1.32762978580337e+000dB,8.22842651879191e+000°)
2.44343055269366e+002	(-1.32726175152434e+000dB,8.20970073227700e+000°)
2.44906324184443e+002	(-1.32689537741506e+000dB,8.19101647783057e+000°)
2.45470891568472e+002	(-1.32653065616131e+000dB,8.17237366982569e+000°)
2.46036760414731e+002	(-1.32616758040156e+000dB,8.15377222276323e+000°)
2.46603933723402e+002	(-1.32580614287813e+000dB,8.13521205127673e+000°)
2.47172414501581e+002	(-1.32544633633111e+000dB,8.11669307012992e+000°)
2.47742205763297e+002	(-1.32508815352204e+000dB,8.09821519421715e+000°)
2.48313310529525e+002	(-1.32473158725312e+000dB,8.07977833856451e+000°)
2.48885731828207e+002	(-1.32437663037476e+000dB,8.06138241832929e+000°)
2.49459472694263e+002	(-1.32402327574053e+000dB,8.04302734879971e+000°)
2.50034536169611e+002	(-1.32367151625626e+000dB,8.02471304539532e+000°)
2.50610925303179e+002	(-1.32332134483716e+000dB,8.00643942366784e+000°)
2.51188643150926e+002	(-1.32297275444460e+000dB,7.98820639930012e+000°)
2.51767692775853e+002	(-1.32262573807617e+000dB,7.97001388810693e+000°)
2.52348077248025e+002	(-1.32228028873826e+000dB,7.95186180603491e+000°)
2.52929799644582e+002	(-1.32193639947740e+000dB,7.93375006916219e+000°)
2.53512863049758e+002	(-1.32159406336936e+000dB,7.91567859369929e+000°)
2.54097270554898e+002	(-1.32125327352187e+000dB,7.89764729598864e+000°)
2.54683025258471e+002	(-1.32091402306597e+000dB,7.87965609250549e+000°)
2.55270130266092e+002	(-1.32057630516758e+000dB,7.86170489985599e+000°)
2.55858588690531e+002	(-1.32024011303892e+000dB,7.84379363478069e+000°)
2.56448403651738e+002	(-1.31990543988747e+000dB,7.82592221415038e+000°)
2.57039578276853e+002	(-1.31957227896288e+000dB,7.80809055496947e+000°)
2.57632115700224e+002	(-1.31924062356520e+000dB,7.79029857437515e+000°)
2.58226019063426e+002	(-1.31891046697325e+000dB,7.77254618963601e+000°)
2.58821291515276e+002	(-1.31858180254517e+000dB,7.75483331815466e+000°)
2.59417936211848e+002	(-1.31825462365111e+000dB,7.73715987746607e+000°)
2.60015956316493e+002	(-1.31792892368417e+000dB,7.71952578523812e+000°)
2.60615354999856e+002	(-1.31760469605595e+000dB,7.70193095927087e+000°)
2.61216135439887e+002	(-1.31728193423813e+000dB,7.68437531749832e+000°)
2.61818300821864e+002	(-1.31696063171025e+000dB,7.66685877798720e+000°)
2.62421854338410e+002	(-1.31664078196748e+000dB,7.64938125893652e+000°)
2.63026799189504e+002	(-1.31632237855624e+000dB,7.63194267867940e+000°)
2.63633138582504e+002	(-1.31600541503987e+000dB,7.61454295568133e+000°)
2.64240875732160e+002	(-1.31568988500970e+000dB,7.59718200854181e+000°)
2.64850013860636e+002	(-1.31537578208419e+000dB,7.57985975599264e+000°)
2.65460556197519e+002	(-1.31506309990960e+000dB,7.56257611689970e+000°)
2.66072505979846e+002	(-1.31475183216588e+000dB,7.54533101026155e+000°)
2.66685866452113e+002	(-1.31444197254366e+000dB,7.52812435521064e+000°)
2.67300640866296e+002	(-1.31413351478217e+000dB,7.51095607101223e+000°)
2.67916832481868e+002	(-1.31382645263885e+000dB,7.49382607706610e+000°)
2.68534444565816e+002	(-1.31352077989093e+000dB,7.47673429290411e+000°)
2.69153480392656e+002	(-1.31321649035389e+000dB,7.45968063819252e+000°)
2.69773943244457e+002	(-1.31291357784868e+000dB,7.44266503273045e+000°)
2.70395836410849e+002	(-1.31261203625536e+000dB,7.42568739645123e+000°)
2.71019163189049e+002	(-1.31231185946578e+000dB,7.40874764942120e+000°)
2.71643926883873e+002	(-1.31201304137968e+000dB,7.39184571184017e+000°)
2.72270130807755e+002	(-1.31171557595186e+000dB,7.37498150404236e+000°)
2.72897778280768e+002	(-1.31141945713144e+000dB,7.35815494649476e+000°)
2.73526872630635e+002	(-1.31112467894758e+000dB,7.34136595979848e+000°)
2.74157417192752e+002	(-1.31083123538905e+000dB,7.32461446468777e+000°)
2.74789415310204e+002	(-1.31053912052211e+000dB,7.30790038203087e+000°)
2.75422870333780e+002	(-1.31024832840366e+000dB,7.29122363282951e+000°)
2.76057785621998e+002	(-1.30995885314104e+000dB,7.27458413821934e+000°)
2.76694164541115e+002	(-1.30967068885992e+000dB,7.25798181946915e+000°)
2.77332010465148e+002	(-1.30938382970040e+000dB,7.24141659798196e+000°)
2.77971326775892e+002	(-1.30909826983492e+000dB,7.22488839529345e+000°)
2.78612116862940e+002	(-1.30881400347753e+000dB,7.20839713307481e+000°)
2.79254384123697e+002	(-1.30853102482908e+000dB,7.19194273312854e+000°)
2.79898131963399e+002	(-1.30824932816460e+000dB,7.17552511739262e+000°)
2.80543363795134e+002	(-1.30796890775140e+000dB,7.15914420793813e+000°)
2.81190083039857e+002	(-1.30768975787073e+000dB,7.14279992696876e+000°)
2.81838293126408e+002	(-1.30741187286260e+000dB,7.12649219682308e+000°)
2.82487997491533e+002	(-1.30713524708018e+000dB,7.11022093997312e+000°)
2.83139199579900e+002	(-1.30685987489091e+000dB,7.09398607902413e+000°)
2.83791902844118e+002	(-1.30658575067895e+000dB,7.07778753671401e+000°)
2.84446110744754e+002	(-1.30631286888457e+000dB,7.06162523591621e+000°)
2.85101826750353e+002	(-1.30604122394205e+000dB,7.04549909963634e+000°)
2.85759054337457e+002	(-1.30577081033246e+000dB,7.02940905101363e+000°)
2.86417796990620e+002	(-1.30550162253920e+000dB,7.01335501332083e+000°)
2.87078058202431e+002	(-1.30523365509768e+000dB,6.99733690996467e+000°)
2.87739841473529e+002	(-1.30496690252356e+000dB,6.98135466448452e+000°)
2.88403150312622e+002	(-1.30470135940440e+000dB,6.96540820055366e+000°)
2.89067988236509e+002	(-1.30443702031461e+000dB,6.94949744197825e+000°)
2.89734358770094e+002	(-1.30417387987961e+000dB,6.93362231269827e+000°)
2.90402265446406e+002	(-1.30391193273133e+000dB,6.91778273678656e+000°)
2.91071711806622e+002	(-1.30365117353105e+000dB,6.90197863844975e+000°)
2.91742701400078e+002	(-1.30339159695256e+000dB,6.88620994202724e+000°)
2.92415237784295e+002	(-1.30313319771558e+000dB,6.87047657199137e+000°)
2.93089324524993e+002	(-1.30287597053383e+000dB,6.85477845294813e+000°)
2.93764965196114e+002	(-1.30261991017257e+000dB,6.83911550963644e+000°)
2.94442163379837e+002	(-1.30236501140511e+000dB,6.82348766692805e+000°)
2.95120922666599e+002	(-1.30211126902567e+000dB,6.80789484982822e+000°)
2.95801246655115e+002	(-1.30185867785180e+000dB,6.79233698347474e+000°)
2.96483138952395e+002	(-1.30160723274109e+000dB,6.77681399313799e+000°)
2.97166603173763e+002	(-1.30135692853460e+000dB,6.76132580422164e+000°)
2.97851642942879e+002	(-1.30110776013971e+000dB,6.74587234226219e+000°)
2.98538261891756e+002	(-1.30085972246565e+000dB,6.73045353292943e+000°)
2.99226463660779e+002	(-1.30061281044271e+000dB,6.71506930202410e+000°)
2.99916251898725e+002	(-1.30036701901824e+000dB,6.69971957548117e+000°)
3.00607630262783e+002	(-1.30012234317288e+000dB,6.68440427936762e+000°)
3.01300602418572e+002	(-1.29987877790989e+000dB,6.66912333988321e+000°)
3.01995172040161e+002	(-1.29963631824227e+000dB,6.65387668335924e+000°)
3.02691342810090e+002	(-1.29939495922366e+000dB,6.63866423626106e+000°)
3.03389118419386e+002	(-1.29915469591056e+000dB,6.62348592518459e+000°)
3.04088502567587e+002	(-1.29891552338844e+000dB,6.60834167685936e+000°)
3.04789498962757e+002	(-1.29867743676921e+000dB,6.59323141814589e+000°)
3.05492111321510e+002	(-1.29844043117544e+000dB,6.57815507603829e+000°)
3.06196343369027e+002	(-1.29820450175690e+000dB,6.56311257766095e+000°)
3.06902198839075e+002	(-1.29796964368965e+000dB,6.54810385027192e+000°)
3.07609681474030e+002	(-1.29773585216125e+000dB,6.53312882126011e+000°)
3.08318795024894e+002	(-1.29750312238995e+000dB,6.51818741814688e+000°)
3.09029543251318e+002	(-1.29727144960487e+000dB,6.50327956858450e+000°)
3.09741929921616e+002	(-1.29704082906317e+000dB,6.48840520035826e+000°)
3.10455958812794e+002	(-1.29681125603382e+000dB,6.47356424138383e+000°)
3.11171633710560e+002	(-1.29658272582153e+000dB,6.45875661970891e+000°)
