Freq.	V(n007)
2.30674718871990e+001	(-6.18236224291068e+000dB,5.99637691832965e+001°)
2.31206479017543e+001	(-6.16871599075100e+000dB,5.98913848218216e+001°)
2.31739464996831e+001	(-6.15509053153640e+000dB,5.98189747227140e+001°)
2.32273679635694e+001	(-6.14148589509724e+000dB,5.97465390802540e+001°)
2.32809125766484e+001	(-6.12790211114284e+000dB,5.96740780899524e+001°)
2.33345806228083e+001	(-6.11433920923905e+000dB,5.96015919485392e+001°)
2.33883723865918e+001	(-6.10079721886757e+000dB,5.95290808539908e+001°)
2.34422881531975e+001	(-6.08727616932459e+000dB,5.94565450054758e+001°)
2.34963282084814e+001	(-6.07377608983032e+000dB,5.93839846034027e+001°)
2.35504928389584e+001	(-6.06029700944215e+000dB,5.93113998493811e+001°)
2.36047823318040e+001	(-6.04683895708509e+000dB,5.92387909462280e+001°)
2.36591969748558e+001	(-6.03340196160443e+000dB,5.91661580979865e+001°)
2.37137370566148e+001	(-6.01998605161731e+000dB,5.90935015098637e+001°)
2.37684028662470e+001	(-6.00659125567415e+000dB,5.90208213882939e+001°)
2.38231946935852e+001	(-5.99321760219739e+000dB,5.89481179409025e+001°)
2.38781128291300e+001	(-5.97986511942241e+000dB,5.88753913764877e+001°)
2.39331575640521e+001	(-5.96653383549909e+000dB,5.88026419050522e+001°)
2.39883291901931e+001	(-5.95322377838554e+000dB,5.87298697377585e+001°)
2.40436280000676e+001	(-5.93993497593705e+000dB,5.86570750869619e+001°)
2.40990542868642e+001	(-5.92666745586237e+000dB,5.85842581661828e+001°)
2.41546083444476e+001	(-5.91342124570679e+000dB,5.85114191901078e+001°)
2.42102904673600e+001	(-5.90019637290173e+000dB,5.84385583745932e+001°)
2.42661009508224e+001	(-5.88699286471833e+000dB,5.83656759366497e+001°)
2.43220400907364e+001	(-5.87381074826707e+000dB,5.82927720944374e+001°)
2.43781081836857e+001	(-5.86065005052574e+000dB,5.82198470672674e+001°)
2.44343055269379e+001	(-5.84751079832613e+000dB,5.81469010756013e+001°)
2.44906324184457e+001	(-5.83439301836338e+000dB,5.80739343410400e+001°)
2.45470891568485e+001	(-5.82129673714295e+000dB,5.80009470863066e+001°)
2.46036760414745e+001	(-5.80822198105697e+000dB,5.79279395352731e+001°)
2.46603933723416e+001	(-5.79516877631812e+000dB,5.78549119129177e+001°)
2.47172414501595e+001	(-5.78213714901766e+000dB,5.77818644453589e+001°)
2.47742205763310e+001	(-5.76912712504152e+000dB,5.77087973598074e+001°)
2.48313310529539e+001	(-5.75613873015885e+000dB,5.76357108845982e+001°)
2.48885731828221e+001	(-5.74317198998431e+000dB,5.75626052491735e+001°)
2.49459472694277e+001	(-5.73022692995318e+000dB,5.74894806840680e+001°)
2.50034536169625e+001	(-5.71730357534288e+000dB,5.74163374209098e+001°)
2.50610925303193e+001	(-5.70440195128443e+000dB,5.73431756924212e+001°)
2.51188643150939e+001	(-5.69152208273925e+000dB,5.72699957324030e+001°)
2.51767692775867e+001	(-5.67866399449084e+000dB,5.71967977757349e+001°)
2.52348077248039e+001	(-5.66582771119814e+000dB,5.71235820583762e+001°)
2.52929799644596e+001	(-5.65301325731610e+000dB,5.70503488173430e+001°)
2.53512863049772e+001	(-5.64022065715581e+000dB,5.69770982907200e+001°)
2.54097270554912e+001	(-5.62744993484841e+000dB,5.69038307176430e+001°)
2.54683025258485e+001	(-5.61470111438425e+000dB,5.68305463383067e+001°)
2.55270130266106e+001	(-5.60197421953244e+000dB,5.67572453939353e+001°)
2.55858588690546e+001	(-5.58926927393721e+000dB,5.66839281267990e+001°)
2.56448403651753e+001	(-5.57658630108119e+000dB,5.66105947802157e+001°)
2.57039578276867e+001	(-5.56392532422695e+000dB,5.65372455985011e+001°)
2.57632115700238e+001	(-5.55128636649079e+000dB,5.64638808270107e+001°)
2.58226019063440e+001	(-5.53866945082673e+000dB,5.63905007121140e+001°)
2.58821291515290e+001	(-5.52607459998044e+000dB,5.63171055011786e+001°)
2.59417936211862e+001	(-5.51350183655932e+000dB,5.62436954425867e+001°)
2.60015956316508e+001	(-5.50095118296459e+000dB,5.61702707857084e+001°)
2.60615354999870e+001	(-5.48842266144559e+000dB,5.60968317809130e+001°)
2.61216135439901e+001	(-5.47591629404728e+000dB,5.60233786795412e+001°)
2.61818300821879e+001	(-5.46343210264508e+000dB,5.59499117339212e+001°)
2.62421854338425e+001	(-5.45097010892749e+000dB,5.58764311973443e+001°)
2.63026799189518e+001	(-5.43853033442496e+000dB,5.58029373240774e+001°)
2.63633138582518e+001	(-5.42611280045430e+000dB,5.57294303693351e+001°)
2.64240875732175e+001	(-5.41371752815939e+000dB,5.56559105892857e+001°)
2.64850013860650e+001	(-5.40134453852131e+000dB,5.55823782410508e+001°)
2.65460556197534e+001	(-5.38899385228446e+000dB,5.55088335826763e+001°)
2.66072505979861e+001	(-5.37666549005562e+000dB,5.54352768731500e+001°)
2.66685866452128e+001	(-5.36435947222637e+000dB,5.53617083723799e+001°)
2.67300640866311e+001	(-5.35207581902450e+000dB,5.52881283412002e+001°)
2.67916832481883e+001	(-5.33981455045672e+000dB,5.52145370413442e+001°)
2.68534444565830e+001	(-5.32757568636896e+000dB,5.51409347354585e+001°)
2.69153480392671e+001	(-5.31535924638787e+000dB,5.50673216870806e+001°)
2.69773943244472e+001	(-5.30316524996341e+000dB,5.49936981606432e+001°)
2.70395836410864e+001	(-5.29099371637188e+000dB,5.49200644214680e+001°)
2.71019163189064e+001	(-5.27884466465797e+000dB,5.48464207357392e+001°)
2.71643926883888e+001	(-5.26671811367688e+000dB,5.47727673705162e+001°)
2.72270130807771e+001	(-5.25461408213045e+000dB,5.46991045937313e+001°)
2.72897778280783e+001	(-5.24253258847169e+000dB,5.46254326741530e+001°)
2.73526872630650e+001	(-5.23047365098552e+000dB,5.45517518814118e+001°)
2.74157417192767e+001	(-5.21843728774365e+000dB,5.44780624859695e+001°)
2.74789415310219e+001	(-5.20642351664012e+000dB,5.44043647591279e+001°)
2.75422870333796e+001	(-5.19443235533853e+000dB,5.43306589730085e+001°)
2.76057785622014e+001	(-5.18246382133844e+000dB,5.42569454005588e+001°)
2.76694164541130e+001	(-5.17051793188163e+000dB,5.41832243155217e+001°)
2.77332010465163e+001	(-5.15859470408145e+000dB,5.41094959924632e+001°)
2.77971326775908e+001	(-5.14669415479950e+000dB,5.40357607067317e+001°)
2.78612116862956e+001	(-5.13481630069015e+000dB,5.39620187344646e+001°)
2.79254384123713e+001	(-5.12296115823268e+000dB,5.38882703525842e+001°)
2.79898131963415e+001	(-5.11112874368028e+000dB,5.38145158387826e+001°)
2.80543363795150e+001	(-5.09931907307936e+000dB,5.37407554715162e+001°)
2.81190083039873e+001	(-5.08753216226734e+000dB,5.36669895299963e+001°)
2.81838293126424e+001	(-5.07576802690295e+000dB,5.35932182941927e+001°)
2.82487997491549e+001	(-5.06402668240671e+000dB,5.35194420448099e+001°)
2.83139199579916e+001	(-5.05230814398574e+000dB,5.34456610632804e+001°)
2.83791902844134e+001	(-5.04061242665162e+000dB,5.33718756317728e+001°)
2.84446110744770e+001	(-5.02893954520025e+000dB,5.32980860331649e+001°)
2.85101826750369e+001	(-5.01728951423704e+000dB,5.32242925510541e+001°)
2.85759054337473e+001	(-5.00566234811337e+000dB,5.31504954697276e+001°)
2.86417796990636e+001	(-4.99405806099714e+000dB,5.30766950741734e+001°)
2.87078058202447e+001	(-4.98247666684710e+000dB,5.30028916500646e+001°)
2.87739841473545e+001	(-4.97091817938681e+000dB,5.29290854837493e+001°)
2.88403150312638e+001	(-4.95938261213096e+000dB,5.28552768622420e+001°)
2.89067988236525e+001	(-4.94786997839197e+000dB,5.27814660732242e+001°)
2.89734358770110e+001	(-4.93638029123484e+000dB,5.27076534050220e+001°)
2.90402265446423e+001	(-4.92491356356409e+000dB,5.26338391466166e+001°)
2.91071711806638e+001	(-4.91346980800117e+000dB,5.25600235876134e+001°)
2.91742701400094e+001	(-4.90204903701367e+000dB,5.24862070182574e+001°)
2.92415237784311e+001	(-4.89065126277287e+000dB,5.24123897293952e+001°)
2.93089324525009e+001	(-4.87927649730528e+000dB,5.23385720125016e+001°)
2.93764965196130e+001	(-4.86792475237125e+000dB,5.22647541596430e+001°)
2.94442163379853e+001	(-4.85659603953381e+000dB,5.21909364634829e+001°)
2.95120922666616e+001	(-4.84529037013303e+000dB,5.21171192172719e+001°)
2.95801246655132e+001	(-4.83400775527182e+000dB,5.20433027148328e+001°)
2.96483138952411e+001	(-4.82274820583276e+000dB,5.19694872505564e+001°)
2.97166603173779e+001	(-4.81151173250661e+000dB,5.18956731193987e+001°)
2.97851642942896e+001	(-4.80029834571547e+000dB,5.18218606168586e+001°)
2.98538261891773e+001	(-4.78910805567642e+000dB,5.17480500389782e+001°)
2.99226463660796e+001	(-4.77794087241254e+000dB,5.16742416823439e+001°)
2.99916251898742e+001	(-4.76679680566704e+000dB,5.16004358440495e+001°)
3.00607630262800e+001	(-4.75567586499860e+000dB,5.15266328217158e+001°)
3.01300602418589e+001	(-4.74457805971939e+000dB,5.14528329134653e+001°)
3.01995172040178e+001	(-4.73350339891112e+000dB,5.13790364179180e+001°)
3.02691342810107e+001	(-4.72245189146147e+000dB,5.13052436341922e+001°)
3.03389118419403e+001	(-4.71142354600325e+000dB,5.12314548618779e+001°)
3.04088502567604e+001	(-4.70041837093734e+000dB,5.11576704010363e+001°)
3.04789498962774e+001	(-4.68943637444188e+000dB,5.10838905521914e+001°)
3.05492111321527e+001	(-4.67847756448732e+000dB,5.10101156163282e+001°)
3.06196343369044e+001	(-4.66754194877432e+000dB,5.09363458948645e+001°)
3.06902198839092e+001	(-4.65662953481536e+000dB,5.08625816896655e+001°)
3.07609681474047e+001	(-4.64574032987615e+000dB,5.07888233030173e+001°)
3.08318795024911e+001	(-4.63487434096814e+000dB,5.07150710376164e+001°)
3.09029543251335e+001	(-4.62403157492261e+000dB,5.06413251965833e+001°)
3.09741929921634e+001	(-4.61321203827665e+000dB,5.05675860834226e+001°)
3.10455958812811e+001	(-4.60241573739513e+000dB,5.04938540020395e+001°)
3.11171633710577e+001	(-4.59164267839141e+000dB,5.04201292567204e+001°)
3.11888958409369e+001	(-4.58089286711301e+000dB,5.03464121521131e+001°)
3.12607936712371e+001	(-4.57016630924021e+000dB,5.02727029932427e+001°)
3.13328572431534e+001	(-4.55946301013152e+000dB,5.01990020854720e+001°)
3.14050869387597e+001	(-4.54878297501431e+000dB,5.01253097345276e+001°)
3.14774831410107e+001	(-4.53812620881185e+000dB,5.00516262464544e+001°)
3.15500462337438e+001	(-4.52749271622115e+000dB,4.99779519276295e+001°)
3.16227766016813e+001	(-4.51688250172965e+000dB,4.99042870847497e+001°)
3.16956746304324e+001	(-4.50629556957787e+000dB,4.98306320248173e+001°)
3.17687407064952e+001	(-4.49573192377541e+000dB,4.97569870551332e+001°)
3.18419752172587e+001	(-4.48519156807999e+000dB,4.96833524832841e+001°)
3.19153785510051e+001	(-4.47467450602798e+000dB,4.96097286171385e+001°)
3.19889510969114e+001	(-4.46418074092455e+000dB,4.95361157648386e+001°)
3.20626932450521e+001	(-4.45371027582809e+000dB,4.94625142347842e+001°)
3.21366053864006e+001	(-4.44326311357808e+000dB,4.93889243356293e+001°)
3.22106879128318e+001	(-4.43283925676008e+000dB,4.93153463762681e+001°)
3.22849412171238e+001	(-4.42243870771310e+000dB,4.92417806658247e+001°)
3.23593656929602e+001	(-4.41206146859236e+000dB,4.91682275136608e+001°)
3.24339617349323e+001	(-4.40170754124358e+000dB,4.90946872293322e+001°)
3.25087297385408e+001	(-4.39137692732876e+000dB,4.90211601226164e+001°)
3.25836701001983e+001	(-4.38106962824862e+000dB,4.89476465034781e+001°)
3.26587832172310e+001	(-4.37078564518786e+000dB,4.88741466820726e+001°)
3.27340694878812e+001	(-4.36052497906996e+000dB,4.88006609687294e+001°)
3.28095293113093e+001	(-4.35028763058840e+000dB,4.87271896739450e+001°)
3.28851630875957e+001	(-4.34007360019291e+000dB,4.86537331083730e+001°)
3.29609712177431e+001	(-4.32988288812667e+000dB,4.85802915828232e+001°)
3.30369541036788e+001	(-4.31971549435693e+000dB,4.85068654082350e+001°)
3.31131121482565e+001	(-4.30957141863574e+000dB,4.84334548956851e+001°)
3.31894457552584e+001	(-4.29945066046804e+000dB,4.83600603563645e+001°)
3.32659553293978e+001	(-4.28935321911434e+000dB,4.82866821015785e+001°)
3.33426412763208e+001	(-4.27927909361213e+000dB,4.82133204427325e+001°)
3.34195040026087e+001	(-4.26922828275912e+000dB,4.81399756913272e+001°)
3.34965439157801e+001	(-4.25920078510336e+000dB,4.80666481589422e+001°)
3.35737614242928e+001	(-4.24919659896593e+000dB,4.79933381572329e+001°)
3.36511569375464e+001	(-4.23921572242244e+000dB,4.79200459979166e+001°)
3.37287308658842e+001	(-4.22925815331498e+000dB,4.78467719927667e+001°)
3.38064836205954e+001	(-4.21932388923644e+000dB,4.77735164535982e+001°)
3.38844156139175e+001	(-4.20941292755678e+000dB,4.77002796922656e+001°)
3.39625272590381e+001	(-4.19952526541382e+000dB,4.76270620206505e+001°)
3.40408189700973e+001	(-4.18966089967232e+000dB,4.75538637506455e+001°)
3.41192911621901e+001	(-4.17981982698402e+000dB,4.74806851941521e+001°)
3.41979442513681e+001	(-4.17000204379312e+000dB,4.74075266630805e+001°)
3.42767786546423e+001	(-4.16020754622198e+000dB,4.73343884693080e+001°)
3.43557947899847e+001	(-4.15043633025381e+000dB,4.72612709247156e+001°)
3.44349930763311e+001	(-4.14068839155340e+000dB,4.71881743411308e+001°)
3.45143739335828e+001	(-4.13096372560512e+000dB,4.71150990303623e+001°)
3.45939377826094e+001	(-4.12126232761028e+000dB,4.70420453041520e+001°)
3.46736850452504e+001	(-4.11158419256997e+000dB,4.69690134741959e+001°)
3.47536161443178e+001	(-4.10192931522641e+000dB,4.68960038521160e+001°)
3.48337315035984e+001	(-4.09229769009348e+000dB,4.68230167494606e+001°)
3.49140315478558e+001	(-4.08268931144164e+000dB,4.67500524776888e+001°)
3.49945167028329e+001	(-4.07310417331280e+000dB,4.66771113481646e+001°)
3.50751873952540e+001	(-4.06354226950024e+000dB,4.66041936721479e+001°)
3.51560440528270e+001	(-4.05400359358315e+000dB,4.65312997607868e+001°)
3.52370871042459e+001	(-4.04448813886319e+000dB,4.64584299250941e+001°)
3.53183169791928e+001	(-4.03499589846176e+000dB,4.63855844759684e+001°)
3.53997341083406e+001	(-4.02552686522173e+000dB,4.63127637241517e+001°)
3.54813389233547e+001	(-4.01608103177801e+000dB,4.62399679802422e+001°)
3.55631318568956e+001	(-4.00665839048854e+000dB,4.61671975546691e+001°)
3.56451133426215e+001	(-3.99725893351489e+000dB,4.60944527576984e+001°)
3.57272838151900e+001	(-3.98788265279178e+000dB,4.60217338994198e+001°)
3.58096437102607e+001	(-3.97852953998165e+000dB,4.59490412897267e+001°)
3.58921934644976e+001	(-3.96919958653200e+000dB,4.58763752383192e+001°)
3.59749335155713e+001	(-3.95989278365824e+000dB,4.58037360546907e+001°)
3.60578643021613e+001	(-3.95060912234589e+000dB,4.57311240481207e+001°)
3.61409862639584e+001	(-3.94134859333743e+000dB,4.56585395276609e+001°)
3.62242998416669e+001	(-3.93211118712702e+000dB,4.55859828021280e+001°)
3.63078054770072e+001	(-3.92289689402650e+000dB,4.55134541801034e+001°)
3.63915036127177e+001	(-3.91370570406810e+000dB,4.54409539699076e+001°)
3.64753946925578e+001	(-3.90453760707385e+000dB,4.53684824796065e+001°)
3.65594791613095e+001	(-3.89539259260601e+000dB,4.52960400169868e+001°)
3.66437574647803e+001	(-3.88627065003207e+000dB,4.52236268895673e+001°)
3.67282300498055e+001	(-3.87717176848724e+000dB,4.51512434045772e+001°)
3.68128973642501e+001	(-3.86809593683698e+000dB,4.50788898689380e+001°)
3.68977598570120e+001	(-3.85904314375798e+000dB,4.50065665892783e+001°)
3.69828179780236e+001	(-3.85001337768128e+000dB,4.49342738719068e+001°)
3.70680721782546e+001	(-3.84100662680114e+000dB,4.48620120228065e+001°)
3.71535229097142e+001	(-3.83202287910877e+000dB,4.47897813476345e+001°)
3.72391706254538e+001	(-3.82306212231674e+000dB,4.47175821516938e+001°)
3.73250157795690e+001	(-3.81412434396834e+000dB,4.46454147399544e+001°)
3.74110588272023e+001	(-3.80520953133598e+000dB,4.45732794170127e+001°)
3.74973002245453e+001	(-3.79631767149684e+000dB,4.45011764871101e+001°)
3.75837404288413e+001	(-3.78744875128292e+000dB,4.44291062541027e+001°)
3.76703798983878e+001	(-3.77860275728656e+000dB,4.43570690214618e+001°)
3.77572190925385e+001	(-3.76977967590507e+000dB,4.42850650922719e+001°)
3.78442584717062e+001	(-3.76097949329249e+000dB,4.42130947692098e+001°)
3.79314984973651e+001	(-3.75220219538321e+000dB,4.41411583545428e+001°)
3.80189396320530e+001	(-3.74344776790194e+000dB,4.40692561501246e+001°)
3.81065823393742e+001	(-3.73471619630121e+000dB,4.39973884573677e+001°)
3.81944270840015e+001	(-3.72600746587010e+000dB,4.39255555772632e+001°)
3.82824743316791e+001	(-3.71732156163639e+000dB,4.38537578103469e+001°)
3.83707245492247e+001	(-3.70865846841412e+000dB,4.37819954567046e+001°)
3.84591782045322e+001	(-3.70001817081659e+000dB,4.37102688159668e+001°)
3.85478357665740e+001	(-3.69140065320521e+000dB,4.36385781872837e+001°)
3.86366977054037e+001	(-3.68280589975470e+000dB,4.35669238693365e+001°)
3.87257644921585e+001	(-3.67423389437522e+000dB,4.34953061603106e+001°)
3.88150365990616e+001	(-3.66568462079130e+000dB,4.34237253579028e+001°)
3.89045144994248e+001	(-3.65715806251722e+000dB,4.33521817593090e+001°)
3.89941986676511e+001	(-3.64865420280544e+000dB,4.32806756612051e+001°)
3.90840895792369e+001	(-3.64017302474287e+000dB,4.32092073597562e+001°)
3.91741877107750e+001	(-3.63171451116910e+000dB,4.31377771505981e+001°)
3.92644935399567e+001	(-3.62327864470882e+000dB,4.30663853288277e+001°)
3.93550075455745e+001	(-3.61486540778882e+000dB,4.29950321890009e+001°)
3.94457302075245e+001	(-3.60647478260079e+000dB,4.29237180251230e+001°)
3.95366620068095e+001	(-3.59810675113110e+000dB,4.28524431306356e+001°)
3.96278034255406e+001	(-3.58976129516050e+000dB,4.27812077984175e+001°)
3.97191549469407e+001	(-3.58143839624422e+000dB,4.27100123207706e+001°)
3.98107170553464e+001	(-3.57313803573861e+000dB,4.26388569894145e+001°)
3.99024902362108e+001	(-3.56486019475761e+000dB,4.25677420954699e+001°)
3.99944749761064e+001	(-3.55660485426313e+000dB,4.24966679294756e+001°)
4.00866717627269e+001	(-3.54837199494171e+000dB,4.24256347813460e+001°)
4.01790810848906e+001	(-3.54016159733059e+000dB,4.23546429403954e+001°)
4.02717034325425e+001	(-3.53197364170059e+000dB,4.22836926953040e+001°)
4.03645392967571e+001	(-3.52380810816380e+000dB,4.22127843341342e+001°)
4.04575891697408e+001	(-3.51566497659275e+000dB,4.21419181443032e+001°)
4.05508535448350e+001	(-3.50754422668021e+000dB,4.20710944125893e+001°)
4.06443329165178e+001	(-3.49944583789140e+000dB,4.20003134251152e+001°)
4.07380277804078e+001	(-3.49136978949803e+000dB,4.19295754673466e+001°)
4.08319386332658e+001	(-3.48331606056796e+000dB,4.18588808240806e+001°)
4.09260659729976e+001	(-3.47528462994834e+000dB,4.17882297794403e+001°)
4.10204102986572e+001	(-3.46727547633104e+000dB,4.17176226168738e+001°)
4.11149721104487e+001	(-3.45928857813379e+000dB,4.16470596191275e+001°)
4.12097519097295e+001	(-3.45132391364649e+000dB,4.15765410682663e+001°)
4.13047501990126e+001	(-3.44338146092009e+000dB,4.15060672456459e+001°)
4.13999674819695e+001	(-3.43546119780251e+000dB,4.14356384319085e+001°)
4.14954042634328e+001	(-3.42756310196881e+000dB,4.13652549069858e+001°)
4.15910610493987e+001	(-3.41968715088309e+000dB,4.12949169500850e+001°)
4.16869383470300e+001	(-3.41183332178621e+000dB,4.12246248396726e+001°)
4.17830366646586e+001	(-3.40400159178802e+000dB,4.11543788534935e+001°)
4.18793565117883e+001	(-3.39619193775043e+000dB,4.10841792685363e+001°)
4.19758983990972e+001	(-3.38840433633866e+000dB,4.10140263610368e+001°)
4.20726628384408e+001	(-3.38063876407084e+000dB,4.09439204064826e+001°)
4.21696503428546e+001	(-3.37289519721374e+000dB,4.08738616795848e+001°)
4.22668614265567e+001	(-3.36517361190440e+000dB,4.08038504542936e+001°)
4.23642966049505e+001	(-3.35747398404825e+000dB,4.07338870037738e+001°)
4.24619563946276e+001	(-3.34979628934619e+000dB,4.06639716004015e+001°)
4.25598413133707e+001	(-3.34214050336696e+000dB,4.05941045157746e+001°)
4.26579518801556e+001	(-3.33450660145356e+000dB,4.05242860206825e+001°)
4.27562886151549e+001	(-3.32689455875443e+000dB,4.04545163851120e+001°)
4.28548520397403e+001	(-3.31930435026473e+000dB,4.03847958782419e+001°)
4.29536426764850e+001	(-3.31173595076386e+000dB,4.03151247684336e+001°)
4.30526610491674e+001	(-3.30418933485986e+000dB,4.02455033232220e+001°)
4.31519076827728e+001	(-3.29666447698748e+000dB,4.01759318093169e+001°)
4.32513831034971e+001	(-3.28916135137543e+000dB,4.01064104925886e+001°)
4.33510878387492e+001	(-3.28167993209566e+000dB,4.00369396380691e+001°)
4.34510224171534e+001	(-3.27422019301868e+000dB,3.99675195099397e+001°)
4.35511873685531e+001	(-3.26678210784994e+000dB,3.98981503715296e+001°)
4.36515832240128e+001	(-3.25936565010732e+000dB,3.98288324853070e+001°)
4.37522105158214e+001	(-3.25197079315342e+000dB,3.97595661128786e+001°)
4.38530697774948e+001	(-3.24459751012950e+000dB,3.96903515149711e+001°)
4.39541615437787e+001	(-3.23724577405005e+000dB,3.96211889514434e+001°)
4.40554863506515e+001	(-3.22991555772835e+000dB,3.95520786812671e+001°)
4.41570447353274e+001	(-3.22260683381737e+000dB,3.94830209625252e+001°)
4.42588372362588e+001	(-3.21531957476758e+000dB,3.94140160524025e+001°)
4.43608643931394e+001	(-3.20805375289001e+000dB,3.93450642071900e+001°)
4.44631267469070e+001	(-3.20080934032065e+000dB,3.92761656822723e+001°)
4.45656248397465e+001	(-3.19358630901104e+000dB,3.92073207321189e+001°)
4.46683592150924e+001	(-3.18638463076700e+000dB,3.91385296102899e+001°)
4.47713304176324e+001	(-3.17920427719647e+000dB,3.90697925694165e+001°)
4.48745389933093e+001	(-3.17204521976822e+000dB,3.90011098612083e+001°)
4.49779854893249e+001	(-3.16490742976799e+000dB,3.89324817364382e+001°)
4.50816704541421e+001	(-3.15779087832784e+000dB,3.88639084449461e+001°)
4.51855944374883e+001	(-3.15069553640048e+000dB,3.87953902356233e+001°)
4.52897579903581e+001	(-3.14362137480431e+000dB,3.87269273564235e+001°)
4.53941616650164e+001	(-3.13656836417771e+000dB,3.86585200543390e+001°)
4.54988060150009e+001	(-3.12953647498802e+000dB,3.85901685754052e+001°)
4.56036915951256e+001	(-3.12252567756017e+000dB,3.85218731646990e+001°)
4.57088189614835e+001	(-3.11553594205523e+000dB,3.84536340663266e+001°)
4.58141886714494e+001	(-3.10856723849356e+000dB,3.83854515234265e+001°)
4.59198012836829e+001	(-3.10161953670700e+000dB,3.83173257781534e+001°)
4.60256573581316e+001	(-3.09469280639801e+000dB,3.82492570716856e+001°)
4.61317574560339e+001	(-3.08778701710465e+000dB,3.81812456442144e+001°)
4.62381021399220e+001	(-3.08090213820625e+000dB,3.81132917349374e+001°)
4.63446919736248e+001	(-3.07403813894247e+000dB,3.80453955820597e+001°)
4.64515275222709e+001	(-3.06719498840247e+000dB,3.79775574227867e+001°)
4.65586093522918e+001	(-3.06037265551830e+000dB,3.79097774933186e+001°)
4.66659380314248e+001	(-3.05357110905983e+000dB,3.78420560288442e+001°)
4.67735141287157e+001	(-3.04679031768825e+000dB,3.77743932635461e+001°)
4.68813382145224e+001	(-3.04003024988071e+000dB,3.77067894305839e+001°)
4.69894108605174e+001	(-3.03329087397989e+000dB,3.76392447620971e+001°)
4.70977326396912e+001	(-3.02657215819009e+000dB,3.75717594892027e+001°)
4.72063041263549e+001	(-3.01987407058341e+000dB,3.75043338419877e+001°)
4.73151258961439e+001	(-3.01319657906223e+000dB,3.74369680495019e+001°)
4.74241985260203e+001	(-3.00653965140176e+000dB,3.73696623397599e+001°)
4.75335225942763e+001	(-2.99990325523282e+000dB,3.73024169397351e+001°)
4.76430986805374e+001	(-2.99328735806270e+000dB,3.72352320753580e+001°)
4.77529273657649e+001	(-2.98669192724613e+000dB,3.71681079715068e+001°)
4.78630092322596e+001	(-2.98011692999910e+000dB,3.71010448520078e+001°)
4.79733448636647e+001	(-2.97356233339790e+000dB,3.70340429396292e+001°)
4.80839348449686e+001	(-2.96702810441982e+000dB,3.69671024560872e+001°)
4.81947797625085e+001	(-2.96051420986277e+000dB,3.69002236220248e+001°)
4.83058802039730e+001	(-2.95402061642167e+000dB,3.68334066570239e+001°)
4.84172367584057e+001	(-2.94754729064534e+000dB,3.67666517795928e+001°)
4.85288500162078e+001	(-2.94109419897039e+000dB,3.66999592071711e+001°)
4.86407205691419e+001	(-2.93466130767701e+000dB,3.66333291561137e+001°)
4.87528490103343e+001	(-2.92824858293272e+000dB,3.65667618417007e+001°)
4.88652359342790e+001	(-2.92185599078760e+000dB,3.65002574781271e+001°)
4.89778819368403e+001	(-2.91548349717055e+000dB,3.64338162785049e+001°)
4.90907876152560e+001	(-2.90913106784320e+000dB,3.63674384548477e+001°)
4.92039535681407e+001	(-2.90279866849132e+000dB,3.63011242180837e+001°)
4.93173803954892e+001	(-2.89648626465676e+000dB,3.62348737780433e+001°)
4.94310686986791e+001	(-2.89019382176471e+000dB,3.61686873434570e+001°)
4.95450190804746e+001	(-2.88392130512524e+000dB,3.61025651219560e+001°)
4.96592321450292e+001	(-2.87766867992251e+000dB,3.60365073200669e+001°)
4.97737084978892e+001	(-2.87143591121610e+000dB,3.59705141432040e+001°)
4.98884487459968e+001	(-2.86522296396662e+000dB,3.59045857956794e+001°)
5.00034534976934e+001	(-2.85902980302228e+000dB,3.58387224806902e+001°)
5.01187233627228e+001	(-2.85285639307375e+000dB,3.57729244003123e+001°)
5.02342589522342e+001	(-2.84670269876383e+000dB,3.57071917555154e+001°)
5.03500608787860e+001	(-2.84056868457119e+000dB,3.56415247461395e+001°)
5.04661297563483e+001	(-2.83445431489461e+000dB,3.55759235709076e+001°)
5.05824662003069e+001	(-2.82835955398903e+000dB,3.55103884274131e+001°)
5.06990708274659e+001	(-2.82228436605746e+000dB,3.54449195121305e+001°)
5.08159442560515e+001	(-2.81622871512961e+000dB,3.53795170203951e+001°)
5.09330871057150e+001	(-2.81019256517235e+000dB,3.53141811464168e+001°)
5.10504999975361e+001	(-2.80417588005006e+000dB,3.52489120832733e+001°)
5.11681835540262e+001	(-2.79817862347812e+000dB,3.51837100228985e+001°)
5.12861383991319e+001	(-2.79220075912540e+000dB,3.51185751560986e+001°)
5.14043651582380e+001	(-2.78624225051900e+000dB,3.50535076725323e+001°)
5.15228644581710e+001	(-2.78030306109917e+000dB,3.49885077607201e+001°)
5.16416369272025e+001	(-2.77438315422039e+000dB,3.49235756080410e+001°)
5.17606831950521e+001	(-2.76848249311426e+000dB,3.48587114007245e+001°)
5.18800038928915e+001	(-2.76260104092600e+000dB,3.47939153238550e+001°)
5.19995996533469e+001	(-2.75673876070407e+000dB,3.47291875613679e+001°)
5.21194711105034e+001	(-2.75089561540643e+000dB,3.46645282960490e+001°)
5.22396188999073e+001	(-2.74507156791061e+000dB,3.45999377095353e+001°)
5.23600436585703e+001	(-2.73926658095619e+000dB,3.45354159823007e+001°)
5.24807460249725e+001	(-2.73348061723768e+000dB,3.44709632936742e+001°)
